company_id,category,feature_name,feature_value,contribution,direction,description
299,financial,revenue_cagr_best,0.0434,-2.6,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 26% 수준에 그칩니다.
300,employment,employee_growth_6m,0.2727,3.9,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 14% 수준입니다.
300,employment,net_hiring_rate_6m,0.2308,3.2,positive,최근 6개월 순채용률이 동일 산업 내 상위 15% 수준입니다.
300,employment,employee_growth_slope,0.028,2.0,positive,고용 증가 추세가 동일 산업 내 상위 22% 수준입니다.
300,patent,patent_momentum,0.0,-5.8,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 10% 수준에 그칩니다.
300,patent,registered_ratio_mature,0.1667,-3.4,negative,특허 등록 전환율이 동일 산업 내 하위 3% 수준에 그칩니다.
300,patent,patent_count_3y,1.0,-3.2,negative,최근 3년 특허 출원이 동일 산업 내 하위 20% 수준에 그칩니다.
401,patent,registered_ratio_mature,1.0,4.1,positive,특허 등록 전환율이 동일 산업 내 상위 21% 수준입니다.
401,employment,employee_growth_acceleration,0.6786,3.1,positive,고용 증가 가속도가 동일 산업 내 상위 1% 수준입니다.
401,financial,asset_growth_1y,0.3879,3.0,positive,최근 1년 자산 성장률이 동일 산업 내 상위 25% 수준입니다.
401,patent,patent_count_3y,0.0,-8.9,negative,최근 3년 특허 출원이 동일 산업 내 하위 8% 수준에 그칩니다.
401,employment,employee_growth_6m,-0.2857,-6.2,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 1% 수준에 그칩니다.
401,financial,liabilities_to_assets,0.8428,-4.4,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
402,financial,revenue_growth_1y,4.1,4.0,positive,최근 1년 매출 성장률이 동일 산업 내 상위 20% 수준입니다.
402,patent,patent_count_3y,8.0,3.6,positive,최근 3년 특허 출원이 동일 산업 내 상위 17% 수준입니다.
402,financial,asset_growth_1y,0.6309,3.0,positive,최근 1년 자산 성장률이 동일 산업 내 상위 13% 수준입니다.
402,employment,net_hiring_rate_6m,-0.2278,-3.4,negative,최근 6개월 순채용률이 동일 산업 내 하위 12% 수준에 그칩니다.
402,employment,employee_growth_6m,-0.0714,-2.5,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 27% 수준에 그칩니다.
402,employment,employee_growth_slope,-0.0265,-2.1,negative,고용 증가 추세가 동일 산업 내 하위 20% 수준에 그칩니다.
403,financial,liabilities_to_assets,0.0179,12.1,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
403,patent,patent_count_3y,15.0,4.9,positive,최근 3년 특허 출원이 동일 산업 내 상위 5% 수준입니다.
403,industry,industry_employee_growth_1y,0.0774,2.2,positive,소속 산업 고용 성장률이 전체 산업 대비 상위 8% 수준입니다.
403,financial,asset_growth_1y,-0.2356,-6.8,negative,최근 1년 자산 성장률이 동일 산업 내 하위 25% 수준에 그칩니다.
403,patent,registered_ratio_mature,0.5625,-1.5,negative,특허 등록 전환율이 동일 산업 내 하위 29% 수준에 그칩니다.
403,employment,employee_growth_slope,-0.0143,-1.2,negative,고용 증가 추세가 동일 산업 내 하위 33% 수준에 그칩니다.
404,patent,patent_momentum,3.0,4.9,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 16% 수준입니다.
404,industry,industry_employee_growth_1y,0.0774,2.2,positive,소속 산업 고용 성장률이 전체 산업 대비 상위 8% 수준입니다.
404,news_event,investment_event_24m_count,3.0,2.0,positive,최근 24개월 투자 유치 이벤트가 동일 산업 내 상위 13% 수준입니다.
404,financial,asset_growth_1y,-0.7002,-9.9,negative,최근 1년 자산 성장률이 동일 산업 내 하위 1% 수준에 그칩니다.
404,financial,operating_margin,-98.4289,-6.3,negative,영업이익률이 동일 산업 내 하위 3% 수준에 그칩니다.
404,patent,registered_ratio_mature,0.0,-3.2,negative,특허 등록 전환율이 동일 산업 내 하위 5% 수준에 그칩니다.
405,patent,patent_momentum,3.0,4.9,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 16% 수준입니다.
405,financial,revenue_cagr_best,1.3515,3.9,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 13% 수준입니다.
405,financial,revenue_growth_1y,2.3097,3.6,positive,최근 1년 매출 성장률이 동일 산업 내 상위 23% 수준입니다.
405,employment,employee_growth_6m,-0.1333,-3.4,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 18% 수준에 그칩니다.
405,financial,asset_growth_1y,-0.3398,-3.2,negative,최근 1년 자산 성장률이 동일 산업 내 하위 11% 수준에 그칩니다.
405,employment,net_hiring_rate_6m,-0.2143,-3.2,negative,최근 6개월 순채용률이 동일 산업 내 하위 15% 수준에 그칩니다.
406,patent,patent_momentum,6.0,6.7,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 3% 수준입니다.
406,employment,employee_growth_6m,1.5,5.3,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 1% 수준입니다.
406,employment,net_hiring_rate_6m,1.0244,4.4,positive,최근 6개월 순채용률이 동일 산업 내 상위 1% 수준입니다.
406,financial,liabilities_to_assets,0.6496,-6.6,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
406,employment,employee_growth_slope,-0.0655,-3.4,negative,고용 증가 추세가 동일 산업 내 하위 3% 수준에 그칩니다.
406,patent,registered_ratio_mature,0.0,-3.2,negative,특허 등록 전환율이 동일 산업 내 하위 5% 수준에 그칩니다.
407,financial,liabilities_to_assets,0.0464,3.9,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
407,industry,industry_employee_growth_1y,0.0774,2.2,positive,소속 산업 고용 성장률이 전체 산업 대비 상위 8% 수준입니다.
407,patent,registered_ratio_mature,1.0,2.1,positive,특허 등록 전환율이 동일 산업 내 상위 21% 수준입니다.
407,financial,revenue_growth_1y,-0.3874,-7.8,negative,최근 1년 매출 성장률이 동일 산업 내 하위 4% 수준에 그칩니다.
407,financial,operating_margin_change_1y,-3.3279,-4.6,negative,영업이익률 개선폭이 동일 산업 내 하위 4% 수준에 그칩니다.
407,financial,asset_growth_1y,-0.5002,-4.2,negative,최근 1년 자산 성장률이 동일 산업 내 하위 8% 수준에 그칩니다.
408,financial,revenue_growth_1y,6.4509,6.4,positive,최근 1년 매출 성장률이 동일 산업 내 상위 12% 수준입니다.
408,financial,operating_margin_change_1y,62.4187,4.9,positive,영업이익률 개선폭이 동일 산업 내 상위 1% 수준입니다.
408,industry,industry_employee_growth_1y,0.0774,2.8,positive,소속 산업 고용 성장률이 전체 산업 대비 상위 8% 수준입니다.
408,news_event,growth_event_12m_count,0.0,-3.5,negative,최근 12개월 성장 이벤트가 동일 산업 내 하위 8% 수준에 그칩니다.
408,financial,operating_margin,-6.7414,-2.1,negative,영업이익률이 동일 산업 내 하위 19% 수준에 그칩니다.
408,patent,patent_count_3y,3.0,-1.8,negative,최근 3년 특허 출원이 동일 산업 내 하위 37% 수준에 그칩니다.
409,financial,revenue_growth_1y,2.2598,4.1,positive,최근 1년 매출 성장률이 동일 산업 내 상위 26% 수준입니다.
409,industry,industry_employee_growth_1y,0.0774,2.2,positive,소속 산업 고용 성장률이 전체 산업 대비 상위 8% 수준입니다.
409,industry,industry_revenue_growth_1y,0.073,2.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 25% 수준입니다.
409,patent,patent_count_3y,0.0,-11.3,negative,최근 3년 특허 출원이 동일 산업 내 하위 8% 수준에 그칩니다.
409,financial,liabilities_to_assets,0.7906,-3.3,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
409,patent,new_ipc_count_1y,0.0,-1.4,negative,신규 기술분야(IPC) 진출이 동일 산업 내 하위 34% 수준에 그칩니다.
410,employment,employee_growth_6m,0.4444,4.8,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 5% 수준입니다.
410,employment,net_hiring_rate_6m,0.3429,3.8,positive,최근 6개월 순채용률이 동일 산업 내 상위 7% 수준입니다.
410,employment,employee_growth_slope,0.0276,3.4,positive,고용 증가 추세가 동일 산업 내 상위 3% 수준입니다.
410,financial,asset_growth_1y,-0.5826,-12.5,negative,최근 1년 자산 성장률이 동일 산업 내 하위 4% 수준에 그칩니다.
410,financial,liabilities_to_assets,0.6224,-3.9,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
410,employment,employee_growth_acceleration,-0.25,-2.5,negative,고용 증가 가속도가 동일 산업 내 하위 3% 수준에 그칩니다.
411,financial,asset_growth_1y,2.8431,8.4,positive,최근 1년 자산 성장률이 동일 산업 내 상위 8% 수준입니다.
411,patent,patent_momentum,1.5,3.3,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 32% 수준입니다.
411,employment,employee_growth_6m,0.1714,2.7,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 25% 수준입니다.
411,financial,liabilities_to_assets,5.3192,-9.9,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
411,financial,operating_margin,-14.36,-4.8,negative,영업이익률이 동일 산업 내 하위 14% 수준에 그칩니다.
411,employment,employee_growth_acceleration,-0.2238,-2.3,negative,고용 증가 가속도가 동일 산업 내 하위 8% 수준에 그칩니다.
412,patent,patent_count_3y,16.0,6.0,positive,최근 3년 특허 출원이 동일 산업 내 상위 3% 수준입니다.
412,employment,employee_growth_6m,0.3077,5.1,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 10% 수준입니다.
412,financial,revenue_cagr_best,1.2288,4.2,positive,중기(CAGR) 매출 성장률이 동일 산업 내 상위 17% 수준입니다.
412,financial,revenue_growth_1y,-0.1184,-4.7,negative,최근 1년 매출 성장률이 동일 산업 내 하위 20% 수준에 그칩니다.
412,financial,operating_margin_change_1y,-1.5054,-3.6,negative,영업이익률 개선폭이 동일 산업 내 하위 12% 수준에 그칩니다.
412,patent,patent_momentum,0.5,-2.5,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 35% 수준에 그칩니다.
413,employment,employee_growth_6m,0.4,4.6,positive,최근 6개월 고용 증가율이 동일 산업 내 상위 8% 수준입니다.
413,employment,net_hiring_rate_6m,0.3529,4.0,positive,최근 6개월 순채용률이 동일 산업 내 상위 5% 수준입니다.
413,employment,employee_growth_slope,0.0211,2.3,positive,고용 증가 추세가 동일 산업 내 상위 18% 수준입니다.
413,financial,revenue_growth_1y,0.0481,-2.7,negative,최근 1년 매출 성장률이 동일 산업 내 하위 34% 수준에 그칩니다.
413,financial,liabilities_to_assets,0.7505,-2.7,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
413,financial,asset_growth_1y,-0.0153,-1.1,negative,최근 1년 자산 성장률이 동일 산업 내 하위 39% 수준에 그칩니다.
414,financial,operating_margin_change_1y,27.4042,4.4,positive,영업이익률 개선폭이 동일 산업 내 상위 7% 수준입니다.
414,financial,liabilities_to_assets,0.1034,3.5,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
414,financial,revenue_growth_1y,1.7009,3.2,positive,최근 1년 매출 성장률이 동일 산업 내 상위 31% 수준입니다.
414,patent,patent_momentum,0.0,-5.2,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 14% 수준에 그칩니다.
414,financial,asset_growth_1y,-0.5501,-4.5,negative,최근 1년 자산 성장률이 동일 산업 내 하위 6% 수준에 그칩니다.
414,patent,patent_count_3y,1.0,-3.2,negative,최근 3년 특허 출원이 동일 산업 내 하위 20% 수준에 그칩니다.
415,financial,liabilities_to_assets,0.0833,9.9,positive,자산 대비 부채 비율이 동일 산업 내 낮은 편입니다(안정 요인).
415,patent,patent_momentum,4.0,5.7,positive,최근 특허 활동 모멘텀이 동일 산업 내 상위 10% 수준입니다.
415,industry,industry_employee_growth_1y,0.0774,2.2,positive,소속 산업 고용 성장률이 전체 산업 대비 상위 8% 수준입니다.
415,financial,asset_growth_1y,-0.3148,-9.3,negative,최근 1년 자산 성장률이 동일 산업 내 하위 15% 수준에 그칩니다.
415,employment,employee_growth_6m,-0.1667,-4.1,negative,최근 6개월 고용 증가율이 동일 산업 내 하위 12% 수준에 그칩니다.
415,employment,net_hiring_rate_6m,-0.12,-2.9,negative,최근 6개월 순채용률이 동일 산업 내 하위 18% 수준에 그칩니다.
416,financial,revenue_growth_1y,6.9782,6.8,positive,최근 1년 매출 성장률이 동일 산업 내 상위 9% 수준입니다.
416,financial,operating_margin_change_1y,24.1729,3.8,positive,영업이익률 개선폭이 동일 산업 내 상위 12% 수준입니다.
416,employment,employee_growth_slope,0.0275,3.2,positive,고용 증가 추세가 동일 산업 내 상위 5% 수준입니다.
416,patent,registered_ratio_mature,0.0,-3.2,negative,특허 등록 전환율이 동일 산업 내 하위 5% 수준에 그칩니다.
416,financial,asset_growth_1y,-0.2464,-3.0,negative,최근 1년 자산 성장률이 동일 산업 내 하위 20% 수준에 그칩니다.
416,financial,operating_margin,-4.1643,-1.5,negative,영업이익률이 동일 산업 내 하위 28% 수준에 그칩니다.
417,patent,patent_count_3y,7.0,2.7,positive,최근 3년 특허 출원이 동일 산업 내 상위 25% 수준입니다.
417,industry,industry_employee_growth_1y,0.0774,2.2,positive,소속 산업 고용 성장률이 전체 산업 대비 상위 8% 수준입니다.
417,industry,industry_revenue_growth_1y,0.073,2.0,positive,소속 산업 매출 성장률이 전체 산업 대비 상위 25% 수준입니다.
417,financial,liabilities_to_assets,2.0874,-3.8,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
417,financial,revenue_cagr_best,0.0729,-3.5,negative,중기(CAGR) 매출 성장률이 동일 산업 내 하위 17% 수준에 그칩니다.
417,patent,patent_momentum,0.5455,-1.8,negative,최근 특허 활동 모멘텀이 동일 산업 내 하위 38% 수준에 그칩니다.
418,patent,patent_count_3y,7.0,2.7,positive,최근 3년 특허 출원이 동일 산업 내 상위 25% 수준입니다.
418,employment,employee_growth_acceleration,0.4939,2.5,positive,고용 증가 가속도가 동일 산업 내 상위 3% 수준입니다.
418,news_event,investment_event_24m_count,9.0,2.5,positive,최근 24개월 투자 유치 이벤트가 동일 산업 내 상위 4% 수준입니다.
418,financial,liabilities_to_assets,1.1562,-4.5,negative,자산 대비 부채 비율이 동일 산업 내 높은 편입니다(위험 요인).
418,financial,asset_growth_1y,-0.3264,-3.7,negative,최근 1년 자산 성장률이 동일 산업 내 하위 13% 수준에 그칩니다.
418,financial,operating_margin,-57.8788,-3.0,negative,영업이익률이 동일 산업 내 하위 6% 수준에 그칩니다.
419,patent,patent_count_3y,9.0,4.2,positive,최근 3년 특허 출원이 동일 산업 내 상위 11% 수준입니다.
419,news_event,investment_event_24m_count,6.0,2.2,positive,최근 24개월 투자 유치 이벤트가 동일 산업 내 상위 10% 수준입니다.
